word,pos,wl,freq_per_million
monarchy,nn1,8,10.01776722
monasteries,nn2,11,3.365256618
monastery,nn1,9,6.786229406
monday,np0,6,43.83748191
mondays,np0,7,3.053246071
monde,np0,5,2.718949056
monet,nn1-np0,5,1.080893682
monetarist,nn1,10,1.314901593
monetarists,nn2,11,1.181182787
money,nn1,5,342.6432972
moneys,nn2,6,1.571195971
mongolia,np0,8,2.473797911
monica,np0,6,4.078423584
monies,nn2,6,3.844415673
monitor,nn1,7,7.26538846
monitor,nn1-vvb,7,2.752378757
monitoring,nn1,10,4.490723236
monitoring,nn1-vvg,10,7.354534331
monitoring,np0,10,1.025177513
monitors,nn2,8,1.961209155
monitors,nn2-vvz,8,1.515479802
monkey,nn1,6,5.137030798
monkeys,nn2,7,5.315322539
monklands,np0,9,1.002891045
monks,nn2,5,7.287674928
monks,np0,5,1.404047463
monmouth,np0,8,1.459763632
monograph,nn1,9,1.838633583
monographs,nn2,10,1.04746398
monologue,nn1,9,1.560052737
monopolies,nn2,10,5.471327813
monopolist,nn1,10,1.10318015
monopoly,nn1,8,17.86260384
monotony,nn1,8,1.738344478
monoxide,nn1,8,2.707805822
monroe,np0,6,1.805203881
monsieur,nn1,8,2.117214429
monsieur,np0,8,5.315322539
monsoon,nn1,7,1.303758359
monster,nn1,7,11.7895414
monsters,nn2,8,4.836163484
montagu,np0,7,1.158896319
montague,np0,8,1.493193334
montana,np0,7,1.314901593
monte,np0,5,3.699553633
montenegro,nn1-np0,10,1.571195971
montgomerie,np0,11,1.036320747
montgomery,np0,10,6.21792448
month,nn1,5,150.2219353
months,nn2,6,252.0822358
montreal,np0,8,4.713587912
montrose,np0,8,2.562943782
monument,nn1,8,7.053667018
monuments,nn2,9,6.74165647
moods,nn2,5,4.479580002
moody,np0,5,1.983495623
mooney,np0,6,1.33718806
moonlight,nn1,9,5.281892838
moons,nn2,5,1.459763632
moore,np0,5,21.03842548
moorings,nn2,8,1.181182787
moorland,nn1,8,4.044993882
moors,nn2,5,4.457293534
moors,np0,5,1.470906866
moral,nn1,5,2.529514081
morale,nn1,6,9.917478113
morality,nn1,8,12.89272155
morals,nn2,6,3.654980698
moran,nn1-np0,5,2.785808459
moran,np0,5,1.961209155
moratorium,nn1,10,2.250933235
moray,np0,5,1.114323384
morbidity,nn1,9,3.888988608
morecambe,np0,9,1.04746398
mores,nn2,5,1.381760996
morgan,nn1-np0,6,2.81923816
morgan,np0,6,16.98228836
moribund,nn1,8,1.281471891
morland,np0,7,2.284362936
morley,np0,6,4.579869106
morning,nn1,7,181.467563
morning,np0,7,1.092036916
mornings,nn2,8,7.711117814
morocco,np0,7,5.671906022
morphine,nn1,8,1.19232602
morphology,nn1,10,2.741235523
morris,np0,6,18.75406254
morrison,nn1-np0,8,1.170039553
morrison,np0,8,6.340500052
morrissey,nn1-np0,9,2.596373484
morrissey,np0,9,5.627333087
morse,np0,5,6.240210948
morsel,nn1,6,1.04746398
mortality,nn1,9,24.63769001
mortals,nn2,7,1.883206518
mortar,nn1,6,4.925309355
mortar,nn1-vvb,6,1.4820501
mortgage,nn1,8,21.10528488
mortgage,nn1-vvb,8,4.06728035
mortgage,np0,8,1.24804219
mortgagee,nn1,9,3.064389305
mortgages,nn2,9,4.189855922
mortgages,nn2-vvz,9,1.214612488
mortimer,np0,8,5.627333087
morton,np0,6,9.505178461
mosaic,nn1,6,6.151065077
mosaics,nn2,7,5.281892838
moscow,np0,6,33.05083155
moseley,np0,7,1.426333931
moses,np0,5,5.571616918
moslems,nn2,7,2.796951693
mosley,nn1-np0,6,1.125466617
mosley,np0,6,3.521261892
mosque,nn1,6,3.120105474
mosques,nn2,7,1.092036916
mosquito,nn1,8,1.983495623
mosquitoes,nn2,10,2.117214429
motel,nn1,5,1.181182787
mother,nn1,6,251.5473606
mother,nn1-np0,6,2.373508807
mother,np0,6,16.72599399
mother-in-law,nn1,13,2.975243434
motherboard,nn1,11,1.604625672
motherhood,nn1,10,3.131248708
mothers,nn2,7,34.38801962
motherwell,np0,10,2.317792638
moths,nn2,5,2.629803185
motif,nn1,5,6.21792448
motif,nn1-np0,5,3.498975424
motifs,nn2,6,4.011564181
motility,nn1,8,3.454402489
motion,nn1,6,37.73098977
motions,nn2,7,5.660762788
motivation,nn1,10,15.85682175
motivations,nn2,11,2.507227613
motive,nn1,6,11.37724175
motives,nn2,7,11.18780677
motor,nn1,5,45.83212076
motor,nn1-vvb,5,2.418081742
motorbike,nn1,9,2.67437612
motorcycle,nn1,10,2.930670499
motorist,nn1,8,2.763521991
motorists,nn2,9,6.418502689
motorola,np0,8,4.100710051
motors,nn2,6,5.40446841
motorway,nn1,8,10.38549393
motorways,nn2,9,2.351222339
motto,nn1,5,3.599264529
mould,nn1,5,6.496505326
mould,nn1-np0,5,1.370617762
moulding,nn1-vvg,8,1.147753085
mouldings,nn2,9,1.203469254
moulds,nn2,6,1.537766269
mound,nn1,5,4.368147663
mounds,nn2,6,2.184073832
mount,nn1,5,3.944704778
mount,np0,5,7.254245227
mountain,nn1,8,37.15154161
mountain,np0,8,4.21214239
mountaineering,nn1,14,2.44036821
mountains,nn2,9,26.58775593
mountains,np0,9,4.033850648
mountainside,nn1,12,1.19232602
mountbatten,np0,11,2.362365573
mounting,nn1,8,2.874954329
mounting,nn1-vvg,8,4.691301445
mounts,nn2,6,1.203469254
mourners,nn2,8,2.340079105
mourning,nn1,8,1.181182787
mourning,nn1-vvg,8,2.462654678
mouse,nn1,5,18.29718996
mousse,nn1,6,1.894349752
moustache,nn1,9,6.385072988
mouth,nn1,5,98.48390063
mouthful,nn1,8,4.256715325
mouthpiece,nn1,10,1.849776817
mouths,nn2,6,6.351643286
movement,nn1,8,144.7951805
movements,nn2,9,48.03848106
mover,nn1,5,1.526623035
moves,nn2,5,12.82586214
moves,nn2-vvz,5,13.53902911
movie,nn1,5,19.24436483
movies,nn2,6,11.1320906
mowbray,nn1-np0,7,1.014034279
mowbray,np0,7,1.994638856
mower,nn1,5,1.058607214
moynihan,np0,8,1.448620399
mozambique,np0,10,4.323574728
mozart,np0,6,13.13787269
ms-dos,nn1,6,6.685940301
mubarak,np0,7,1.849776817
mucosa,nn1,6,11.47753085
mucus,nn1,5,2.518370847
muddle,nn1,6,1.883206518
mufti,nn1,5,1.994638856
muhammad,np0,8,3.120105474
mujaheddin,nn1,10,1.782917414
mulberry,nn1,8,1.181182787
mules,nn2,5,1.236898956
mulroney,np0,8,1.069750448
multimedia,nn1,10,8.491144182
multimedia,nn1-np0,10,1.058607214
multinationals,nn2,14,1.983495623
multiples,nn2,9,1.560052737
multiplication,nn1,14,2.384652041
multiplicity,nn1,12,2.986386668
multiplier,nn1,10,2.629803185
multiprocessor,nn1,14,1.04746398
multitude,nn1,9,5.170460499
mummy,nn1,5,5.627333087
mummy,nn1-np0,5,1.04746398
mummy,np0,5,3.666123932
mungo,np0,5,6.273640649
munich,np0,6,6.908804978
munitions,nn2,9,1.582339205
munro,np0,5,3.432116021
murder,nn1,6,56.69677375
murder,nn1-vvb,6,2.306649404
murderer,nn1,8,9.237740849
murderers,nn2,9,3.309540449
murders,nn2,7,6.674797067
murdoch,np0,7,4.334717962
muriel,np0,6,4.613298808
murmur,nn1,6,3.454402489
murphy,np0,6,10.38549393
murray,np0,6,13.38302384
murrayfield,np0,11,1.259185423
mus&eacute;e,nn1-np0,12,1.604625672
muscle,nn1,6,18.04089558
muscles,nn2,7,21.42843866
museum,nn1,6,50.20026843
museum,nn1-np0,6,13.28273473
museum,np0,6,10.88693946
museums,nn2,7,14.11847727
museums,np0,7,1.10318015
mushroom,nn1,8,3.10896224
mushrooms,nn2,9,4.780447315
music,nn1,5,158.2339205
musicals,nn2,8,1.24804219
musician,nn1,8,6.396216221
musicians,nn2,9,12.97072418
muslims,nn2,7,6.663653833
muslin,nn1,6,1.415190697
mussels,nn2,7,1.381760996
mussolini,np0,9,3.042102837
mustard,nn1,7,4.267858559
mutant,nn1,6,1.04746398
mutants,nn2,7,1.727201244
mutation,nn1,8,5.070171395
mutations,nn2,9,4.992168758
mutilation,nn1,10,1.025177513
mutiny,nn1,6,2.284362936
mutton,nn1,6,1.660341841
muzzle,nn1,6,1.838633583
myeloski,np0,8,1.459763632
myers,np0,5,1.548909503
myles,np0,5,1.515479802
myriad,nn1,6,3.25382428
mysteries,nn2,9,5.816768062
mystery,nn1,7,24.20310389
mysticism,nn1,9,1.816347115
mystics,nn2,7,1.270328657
mystique,nn1,8,1.794060647
mythology,nn1,9,4.490723236
myths,nn2,5,6.106492142
n-oct,np0,5,1.404047463
nacional,np0,8,1.236898956
nahum,np0,5,1.392904229
nails,nn2,5,8.011985127
nails,nn2-vvz,5,2.406938508
nails,np0,5,2.908384031
nairn,np0,5,1.080893682
nairobi,np0,7,2.763521991
naivety,nn1,7,1.10318015
najibullah,np0,10,1.036320747
nakedness,nn1,9,1.548909503
names,nn2,5,73.75706475
names,nn2-vvz,5,3.77755627
namesake,nn1,8,1.158896319
namibia,np0,7,4.646728509
naming,nn1,6,1.259185423
naming,nn1-vvg,6,1.704914777
nancy,np0,5,7.009094082
nanny,nn1,5,3.320683683
nanny,np0,5,1.459763632
naomi,np0,5,1.838633583
napier,np0,6,1.203469254
napkin,nn1,6,2.128357663
naples,np0,6,3.064389305
napoleon,np0,8,8.413141546
nappies,nn2,7,2.106071195
nappy,nn1,5,1.303758359
narration,nn1,9,1.170039553
narrative,nn1,9,7.833693386
narratives,nn2,10,1.77177418
narrator,nn1,8,4.167569454
narrowness,nn1,10,1.114323384
natal,np0,5,1.24804219
natalie,np0,7,1.069750448
natasha,np0,7,1.4820501
nathan,np0,6,9.939764581
nathaniel,np0,9,1.181182787
nation,nn1,6,46.97987385
national,np0,8,5.449041345
nationalisation,nn1,15,2.930670499
nationalism,nn1,11,10.25177513
nationalist,nn1,11,5.326465773
nationalists,nn2,12,6.262497415
nationalities,nn2,13,2.986386668
nationality,nn1,11,7.376820799
nationalization,nn1,15,1.883206518
nationals,nn2,9,5.304179306
nations,nn2,7,44.33892743
native,nn1,6,2.529514081
natives,nn2,7,4.134139753
naturalism,nn1,10,1.147753085
naturalist,nn1,10,1.927779453
naturalists,nn2,11,1.548909503
naturally,np0,9,1.080893682
nature,nn1,6,194.3602846
natures,nn2,7,1.370617762
natwest,np0,7,3.799842738
nausea,nn1,6,2.830381394
navel,nn1,5,1.259185423
navigation,nn1,10,6.864232042
navigator,nn1,9,2.15064413
naylor,nn1-np0,6,1.938922687
naylor,np0,6,1.671485075
nazareth,np0,8,1.036320747
nazis,nn2,5,4.802733783
nearness,nn1,8,1.281471891
neath,np0,5,2.473797911
necessities,nn2,11,2.540657314
necessity,nn1,9,19.37808364
necklace,nn1,8,2.29550617
neckline,nn1,8,1.04746398
necks,nn2,5,4.379290897
necrosis,nn1,8,1.259185423
nectar,nn1,6,1.4820501
needham,np0,7,1.927779453
needle,nn1,6,11.22123647
needle,nn1-vvb,6,1.415190697
needles,nn2,7,8.914587068
needles,nn2-vvz,7,2.250933235
needs,nn2,5,95.41951133
needs,nn2-vvz,5,26.17545628
negation,nn1,8,1.86092005
negatives,nn2,9,1.849776817
neglect,nn1,7,8.390855078
neglect,nn1-vvb,7,1.649198608
negligence,nn1,10,13.21587533
negotiation,nn1,11,12.10155194
negotiations,nn2,12,39.07932106
negotiator,nn1,10,2.217503533
negotiators,nn2,11,3.030959603
negro,nn1,5,1.62691214
nehru,np0,5,1.092036916
neighbour,nn1,9,18.5089114
neighbourhood,nn0,13,13.26044826
neighbourhood,nn1,13,1.526623035
neighbourhoods,nn2,14,2.395795275
neighbours,nn2,10,31.69135703
neill,np0,5,2.239790001
nellie,np0,6,2.262076469
nelson,np0,6,10.69750448
nenna,np0,5,2.00578209
nepal,np0,5,3.92241831
nephew,nn1,6,7.755690749
nephews,nn2,7,1.225755722
neptune,np0,7,1.86092005
nerve,nn1,5,13.53902911
nerves,nn2,6,11.74496846
nervosa,nn1,7,1.894349752
nervousness,nn1,11,3.331826917
nests,nn2,5,4.613298808
nether,np0,6,2.451511444
netherlands,np0,11,15.96825409
netting,nn1,7,2.161787364
netting,nn1-vvg,7,1.002891045
nettle,nn1,6,1.058607214
nettles,nn2,7,1.33718806
netware,nn1,7,1.415190697
netware,nn1-np0,7,3.465545723
network,nn1,7,73.84621063
network,nn1-vvb,7,3.153535175
networking,nn1,10,1.994638856
networking,nn1-vvg,10,3.744126569
networks,nn2,8,18.6092005
networks,nn2-vvz,8,2.15064413
neuron,nn1,6,1.470906866
neurons,nn2,7,3.309540449
neuropathy,nn1,10,1.392904229
neurosis,nn1,8,1.392904229
neutralisation,nn1,14,1.827490349
neutrality,nn1,10,5.761051893
neutrinos,nn2,9,1.036320747
neutron,nn1,7,2.351222339
neutrons,nn2,8,2.796951693
neutrophils,nn2,11,1.10318015
nevada,np0,6,1.4820501
nevil,np0,5,1.092036916
neville,np0,7,8.925730302
nevis,np0,5,1.727201244
newark,np0,6,1.515479802
newbury,np0,7,3.677267166
newcastle,np0,9,28.31495717
newco,nn1-np0,5,1.437477165
newco,np0,5,3.599264529
newcomer,nn1,8,5.40446841
newcomers,nn2,9,6.006203037
newell,np0,6,1.04746398
newfoundland,np0,12,1.638055374
newham,np0,6,2.919527265
newington,np0,9,1.114323384
newley,np0,6,1.604625672
newman,nn1-np0,6,6.017346271
newman,np0,6,4.914166121
newmarket,np0,9,3.120105474
newport,np0,7,4.501866469
newry,np0,5,2.774665225
newsagent,nn1,9,1.883206518
newsagents,nn2,10,1.526623035
newsletter,nn1,10,5.304179306
newsletters,nn2,11,1.214612488
newsome,np0,7,1.794060647
newspaper,nn1,9,53.04179306
newspapers,nn2,10,37.0178228
newton,nn1-np0,6,2.161787364
newton,np0,6,13.87332612
newtown,np0,7,1.526623035
nexus,nn1,5,1.24804219
nguyen,np0,6,1.314901593
niall,np0,5,2.986386668
nicandra,nn1-np0,8,1.158896319
nicandra,np0,8,2.306649404
nicaragua,np0,9,5.215033435
niceties,nn2,8,1.437477165
niche,nn1,5,4.73587438
niches,nn2,6,1.259185423
nicholas,np0,8,26.45403712
nicholls,np0,8,1.704914777
nichols,np0,7,1.649198608
nicholson,nn1-np0,9,2.596373484
nicholson,np0,9,9.527464929
nicklaus,np0,8,1.370617762
nickname,nn1,8,3.053246071
nicky,np0,5,6.017346271
nicol,nn1-np0,5,1.092036916
nicola,nn1-np0,6,2.016925324
nicola,np0,6,6.084205674
nicolae,np0,7,1.493193334
nicolas,np0,7,1.816347115
nicolo,nn1-np0,6,1.77177418
nicolo,np0,6,2.897240797
nicosia,np0,7,1.147753085
nicotine,nn1,8,1.938922687
niece,nn1,5,4.958739057
nietzsche,np0,9,2.919527265
nigel,np0,5,35.87006972
niger,np0,5,1.326044826
nigeria,np0,7,8.268279506
night,nn1,5,353.2182261
nightclub,nn1,9,2.596373484
nightdress,nn1,10,1.727201244
nightfall,nn1,9,1.872063284
nightingale,np0,11,1.326044826
nightlife,nn1,9,1.270328657
nightmare,nn1,9,13.90675583
nightmares,nn2,10,2.808094926
nights,nn2,6,27.76893872
nikkei,np0,6,1.058607214
nikolai,np0,7,2.061498259
nikos,np0,5,1.225755722
nintendo,nn1-np0,8,1.069750448
nipple,nn1,6,1.470906866
nipples,nn2,7,2.306649404
nirvana,np0,7,1.181182787
nissan,nn1-np0,6,1.10318015
nitrate,nn1,7,4.657871743
nitrates,nn2,8,2.206360299
nitrogen,nn1,8,8.936873536
nixdorf,np0,7,2.340079105
nixon,np0,5,4.401577365
nizan,nn1-np0,5,3.576978061
nizan,np0,5,4.189855922
nkrumah,np0,7,1.281471891
nobel,np0,5,4.044993882
nobility,nn1,8,7.98969866
noble,np0,5,2.217503533
nobleman,nn1,8,1.370617762
noblemen,nn2,8,1.225755722
nobles,nn2,6,4.334717962
nodes,nn2,5,4.178712688
nodes,nn2-vvz,5,1.548909503
noise,nn1,5,45.19695644
noise,nn1-vvb,5,1.526623035
noises,nn2,6,9.070592342
nolan,nn1-np0,5,1.147753085
nolan,np0,5,1.571195971
nomads,nn2,6,1.147753085
nomenclature,nn1,12,1.571195971
nomes,nn2,5,3.588121295
nomination,nn1,10,5.995059803
nominations,nn2,11,2.986386668
nominee,nn1,7,2.184073832
nominees,nn2,8,1.415190697
non-members,nn2,11,1.326044826
non-payment,nn1,11,1.270328657
non-smokers,nn2,11,1.181182787
nonconformist,nn1,13,1.069750448
nonconformists,nn2,14,2.206360299
nonsense,nn1,8,16.77056692
noose,nn1,5,1.10318015
nordern,np0,7,4.513009703
noreen,np0,6,3.755269802
norfolk,np0,7,14.77592807
noriega,np0,7,3.498975424
norma,np0,5,1.437477165
normalisation,nn1,13,1.270328657
normality,nn1,9,3.63269423
normalization,nn1,13,1.426333931
norman,np0,6,24.4705415
normandy,nn1-np0,8,1.660341841
normandy,np0,8,3.788699504
normans,np0,7,1.4820501
norms,nn2,5,8.580290053
norms,nn2-vvz,5,1.002891045
norris,np0,6,3.097819006
north,nn1,5,85.05630386
north,nn1-np0,5,17.07143424
north,np0,5,123.377885
north-east,nn1,10,17.55059329
north-east,np0,10,1.10318015
north-south,np0,11,1.4820501
north-west,nn1,10,10.3743507
north-west,np0,10,1.014034279
northallerton,np0,13,4.134139753
northampton,np0,11,10.36320747
northamptonshire,np0,16,5.226176669
northants,np0,9,1.604625672
northeast,nn1,9,2.418081742
northern,np0,8,66.97083535
northumberland,np0,14,8.268279506
northumbria,np0,11,1.693771543
northwest,nn1,9,2.395795275
northwich,np0,9,1.058607214
norton,np0,6,6.663653833
norway,np0,6,16.11311613
norwegians,nn2,10,1.181182787
norwich,np0,7,14.92079011
norwood,np0,7,1.036320747
noses,nn2,5,4.501866469
nostalgia,nn1,9,5.047884927
nostrils,nn2,8,4.468436768
notation,nn1,8,5.293036072
notch,nn1,5,1.092036916
notebook,nn1,8,8.112274232
notebooks,nn2,9,3.186964877
notes,nn2,5,57.16478957
notes,nn2-vvz,5,8.714008859
notice,nn1,6,52.17262082
notice,nn1-vvb,6,10.00662398
notices,nn2,7,3.92241831
notices,nn2-vvz,7,2.217503533
notification,nn1,12,3.944704778
notion,nn1,6,39.58076658
notions,nn2,7,10.3743507
notoriety,nn1,9,1.649198608
notting,np0,7,1.236898956
nottingham,np0,10,17.48373389
nottinghamshire,np0,15,4.958739057
notts,np0,5,2.718949056
nouns,nn2,5,2.808094926
nourishment,nn1,11,1.660341841
novel,nn1,5,22.9550617
novelist,nn1,8,6.385072988
novelists,nn2,9,2.785808459
novell,nn1-np0,6,1.816347115
novell,np0,6,6.418502689
novels,nn2,6,13.88446936
novelty,nn1,7,5.761051893
november,np0,8,100.3002477
novice,nn1,6,4.011564181
novices,nn2,7,2.117214429
nozzle,nn1,6,1.794060647
nsaid,np0,5,1.292615125
nsaids,np0,6,2.050355026
nspcc,np0,5,1.014034279
nuadu,nn1-np0,5,1.270328657
nuance,nn1,6,1.014034279
nuances,nn2,7,1.526623035
nuclear,np0,7,3.877845375
nucleation,nn1,10,1.24804219
nuclei,nn2,6,3.276110748
nucleotide,nn1,10,1.660341841
nucleotides,nn2,11,1.292615125
nucleus,nn0,7,7.009094082
nudes,nn2,5,1.114323384
nuisance,nn1,8,10.00662398
number,nn1,6,487.8284908
numbers,nn2,7,113.1483964
numbness,nn1,8,1.058607214
numeracy,nn1,8,1.080893682
nuremberg,np0,9,1.816347115
nurse,nn1,5,29.15069971
nurse,nn1-vvb,5,4.334717962
nurseries,nn2,9,3.365256618
nursery,nn1,7,17.19400981
nurses,nn2,6,22.24189473
nurses,nn2-vvz,6,3.465545723
nursing,nn1,7,5.995059803
nursing,nn1-vvg,7,4.423863833
nutrients,nn2,9,5.705335724
nutrition,nn1,9,4.802733783
nutty,nn1-np0,5,3.042102837
nutty,np0,5,1.236898956
nylon,nn1,5,6.830802341
o'brien,np0,7,5.54933045
o'connell,np0,9,1.125466617
o'connor,np0,8,4.100710051
o'donnell,np0,9,1.493193334
o'hara,np0,6,2.429224976
o'leary,np0,7,1.77177418
o'malley,np0,8,2.106071195
o'neill,np0,7,6.21792448
o'reilly,np0,8,1.348331294
o'rourke,np0,8,1.437477165
o'sullivan,np0,10,1.381760996
oakeshott,np0,9,1.259185423
oakley,np0,6,1.649198608
oasis,nn1,5,2.785808459
oates,np0,5,1.136609851
oaths,nn2,5,1.849776817
obedience,nn1,9,6.752799704
obesity,nn1,7,2.094927961
obituary,nn1,8,1.560052737
object,nn1,6,54.26754878
object,nn1-vvb,6,5.761051893
objection,nn1,9,12.16841135
objections,nn2,10,12.73671627
objective,nn1,9,22.47590265
objectives,nn2,10,45.57582639
objectivity,nn1,11,4.869593186
objectors,nn2,9,1.827490349
objects,nn2,7,46.94644415
objects,nn2-vvz,7,2.629803185
obligation,nn1,10,23.91337981
obligations,nn2,11,20.70412847
oblivion,nn1,8,2.73009229
obscenity,nn1,9,2.29550617
obscurity,nn1,9,2.562943782
observance,nn1,10,2.351222339
observation,nn1,11,30.90018742
observations,nn2,12,23.08878051
observatory,nn1,11,2.418081742
observer,nn1,8,13.24930503
observer,nn1-np0,8,1.158896319
observer,np0,8,3.721840101
observers,nn2,9,15.04336568
obsession,nn1,9,7.064810251
obsessions,nn2,10,1.236898956
obstacle,nn1,8,7.075953485
obstacles,nn2,9,8.279422739
obstruction,nn1,11,5.237319902
occasion,nn1,8,55.89446092
occasions,nn2,9,40.09335534
occult,nn1,6,2.172930598
occupancy,nn1,9,2.551800548
occupant,nn1,8,2.529514081
occupants,nn2,9,5.649619554
occupation,nn1,10,23.779661
occupations,nn2,11,10.18491573
occupier,nn1,8,3.989277713
occupiers,nn2,9,2.072641493
occurrence,nn1,10,11.83411433
occurrences,nn2,11,3.120105474
ocean,nn1,5,14.69792543
ocean,np0,5,5.9282004
oceans,nn2,6,4.936452589
octamer,nn1,7,1.236898956
octave,nn1,6,2.206360299
october,np0,7,114.1067145
octopus,nn1,7,1.348331294
odd-knut,np0,8,1.136609851
oddity,nn1,6,1.426333931
odour,nn1,5,6.763942938
odours,nn2,6,2.128357663
oedema,nn1,6,1.259185423
oedipus,np0,7,1.459763632
oesophagitis,nn1,12,2.986386668
oesophagus,nn1,10,5.382181942
oestrogen,nn1,9,1.069750448
offence,nn1,7,40.0153527
offences,nn2,8,24.52625767
offences,np0,8,1.114323384
offender,nn1,8,6.061919206
offenders,nn2,9,11.05408796
offenders,nn2-vvz,9,1.749487712
offensive,nn1,9,1.303758359
offer,nn1,5,59.73887659
offer,nn1-vvb,5,12.56956777
offering,nn1,8,2.574087016
offering,nn1-vvg,8,3.900131842
offerings,nn2,9,5.426754878
offeror,nn1,7,3.966991245
offers,nn2,6,19.52294568
offers,nn2-vvz,6,14.93193334
office,nn1,6,265.7326973
office,np0,6,1.04746398
officer,nn1,7,74.61509376
officer,nn1-np0,7,11.94554667
officer,np0,7,7.142812888
officers,nn2,8,86.46035133
officers,np0,8,2.384652041
offices,nn2,7,45.93240987
official,nn1,8,18.66491667
officialdom,nn1,11,1.125466617
officials,nn2,9,67.22712973
offshoot,nn1,8,1.036320747
offspring,nn0,9,9.048305874
oglethorpe,np0,10,1.080893682
oldfield,np0,8,1.972352389
oldham,nn1-np0,6,2.228646767
oldham,np0,6,4.256715325
oligarchy,nn1,9,1.04746398
oligonucleotide,nn1,15,2.250933235
oligonucleotides,nn2,16,1.281471891
olive,np0,5,1.459763632
oliver,np0,6,23.79080424
olives,nn2,6,2.418081742
olivetti,np0,8,2.830381394
olivia,np0,6,3.465545723
olivier,np0,7,1.849776817
ollie,np0,5,1.270328657
olsen,np0,5,1.10318015
olympia,nn1-np0,7,1.170039553
olympia,np0,7,2.15064413
olympics,nn2,8,5.059028161
olympus,nn1-np0,7,1.025177513
omagh,np0,5,1.158896319
omally,np0,6,2.852667862
ombudsman,nn1,9,3.220394578
omelette,nn1,8,1.147753085
omeprazole,nn1,10,1.872063284
omission,nn1,8,6.50764856
omissions,nn2,9,2.841524628
onion,nn1,5,6.373929754
onions,nn2,6,5.226176669
onlookers,nn2,9,2.028068558
onset,nn1,5,8.569146819
onshore,nn1,7,1.236898956
onslaught,nn1,9,3.209251345
ontario,np0,7,3.732983335
opener,nn1,6,2.81923816
opening,nn1,7,27.59064698
opening,nn1-vvg,7,13.58360204
openings,nn2,8,4.390434131
openness,nn1,8,4.936452589
opera,nn1,5,22.55390528
opera,np0,5,2.640946419
operand,nn1,7,1.002891045
operas,nn2,6,2.930670499
operating,nn1,9,17.10486394
operating,nn1-vvg,9,24.87169792
operation,nn1,9,105.649
operations,nn2,10,65.57793112
operatives,nn2,10,1.972352389
operator,nn1,8,16.63684812
operators,nn2,9,16.11311613
opinion,nn1,7,77.37861575
opinion,nn1-np0,7,1.86092005
opinions,nn2,8,18.82092195
opium,nn1,5,2.106071195
opponent,nn1,8,13.79532349
opponents,nn2,9,18.11889822
opportunism,nn1,11,1.036320747
opportunist,nn1,11,1.314901593
opportunities,nn2,13,61.53293724
opportunity,nn1,11,104.0889473
opportunity,nn1-np0,11,1.259185423
opposite,nn1,8,2.206360299
opposites,nn2,9,2.206360299
opposition,nn0,10,17.7511715
opposition,nn1,10,81.54618521
oppositions,nn2,11,1.125466617
oppression,nn1,10,7.454823436
optics,nn1,6,1.459763632
optimism,nn1,8,8.992589705
option,nn1,6,56.86392226
options,nn2,7,39.1907534
oracle,nn1,6,1.983495623
oracle,nn1-np0,6,4.702444678
orange,nn1,6,4.513009703
oranges,nn2,7,3.498975424
orator,nn1,6,1.058607214
oratory,nn1,7,1.404047463
orbit,nn1,5,6.418502689
orbits,nn2,6,2.518370847
orchard,nn1,7,3.911275076
orchard,np0,7,1.225755722
orchards,nn2,8,1.704914777
orchestra,nn0,9,16.53655901
orchestras,nn2,10,1.727201244
orchid,nn1,6,2.284362936
orchids,nn2,7,2.016925324
ordeal,nn1,6,6.641367366
order,nn1,5,201.2802328
order,nn1-vvb,5,11.07637443
ordering,nn1,8,2.67437612
ordering,nn1-vvg,8,3.432116021
orders,nn2,6,51.68231853
orders,nn2-vvz,6,4.401577365
ordination,nn1,10,2.952956966
ordnance,nn1-np0,8,2.429224976
oregon,np0,6,1.582339205
organ,nn1,5,13.85103966
organisation,nn0,12,9.716899904
organisation,nn1,12,80.33157272
organisations,nn0,13,1.493193334
organisations,nn2,13,52.20605052
organiser,nn1,9,5.293036072
organiser,nn1-np0,9,1.303758359
organisers,nn2,10,11.45524438
organism,nn1,8,8.07884453
organisms,nn2,9,10.90922592
organist,nn1,8,2.050355026
organization,nn0,12,11.02065826
organization,nn1,12,54.8358537
organizations,nn2,13,30.3653122
organizer,nn1,9,1.91663622
organizers,nn2,10,1.738344478
organs,nn2,6,11.1655203
orgasm,nn1,6,1.849776817
orient,np0,6,2.696662588
orientation,nn1,11,11.38838498
orientations,nn2,12,1.749487712
origin,nn1,6,31.33477354
originality,nn1,11,3.331826917
originals,nn2,9,2.328935872
originator,nn1,10,1.983495623
origins,nn2,7,20.15811001
orion,nn1-np0,5,1.292615125
orkney,np0,6,7.153956122
orlando,np0,7,2.373508807
orleans,np0,7,2.618659951
ormesby,np0,7,1.236898956
ornament,nn1,8,2.73009229
ornaments,nn2,9,3.276110748
orphan,nn1,6,1.660341841
orphanage,nn1,9,1.994638856
orphans,nn2,7,2.29550617
orpheus,np0,7,1.693771543
orrell,np0,6,1.682628309
ortega,np0,6,1.181182787
orthodoxy,nn1,9,3.888988608
orton,np0,5,2.094927961
orwell,np0,6,2.529514081
osaka,np0,5,1.392904229
osborne,np0,7,3.855558907
oscar,nn1-np0,5,2.652089653
oscar,np0,5,4.267858559
oscillation,nn1,11,1.548909503
oscillations,nn2,12,1.04746398
osiris,np0,6,1.370617762
osman,np0,5,1.493193334
ossetia,np0,7,1.014034279
ostrich,nn1,7,1.036320747
