word,celex_total,celex_wrt,celex_spk,ad_profile,mlbf_tk,wordlength
loudest,1.51,1.63,0,1001001,2.820872247,7
kindest,1.62,1.75,0,1001001,2.804714827,7
distort,1.9,1.87,2.31,1001001,2.82645179,7
brutish,1.73,1.87,0,1001001,2.503374623,7
darkest,2.4,2.53,0.77,1001001,2.813847432,7
dialect,3.8,3.25,10.77,1001001,2.588382007,7
lookout,3.13,3.37,0,1001001,2.48139418,7
trident,4.02,3.73,7.69,1001001,2.756973382,7
lowland,3.8,4.1,0,1001001,2.485945318,7
factual,4.13,4.28,2.31,1001001,2.671875361,7
fastest,4.41,4.64,1.54,1001001,2.96843319,7
dentist,6.42,6.75,2.31,1001001,3.019253779,7
hardest,7.37,7.53,5.38,1001001,2.760245152,7
disturb,8.32,8.73,3.08,1001001,2.615630204,7
bastard,19.05,20.24,3.85,1001001,2.750971832,7
foolish,20.06,20.78,10.77,1001001,2.593486096,7
distant,38.66,40.66,13.08,1001001,2.934421142,7
husband,134.36,139.28,71.54,1001001,2.503031095,7
hundred,199.33,191.75,296.15,1001001,2.90397717,7
beading,0.34,0.36,0,1001002,3.401967048,7
farting,0.34,0.36,0,1001002,3.370629772,7
foolery,0.34,0.36,0,1001002,2.821288112,7
fueling,0.34,0.36,0,1001002,2.949575194,7
tinting,0.34,0.36,0,1001002,3.193073267,7
touting,0.34,0.36,0,1001002,3.195774485,7
dishing,0.39,0.42,0,1001002,3.145775863,7
heeling,0.39,0.42,0,1001002,3.208436918,7
lechery,0.39,0.42,0,1001002,2.838123369,7
banding,0.45,0.48,0,1001002,3.168122615,7
forking,0.45,0.48,0,1001002,3.275253348,7
feuding,0.5,0.54,0,1001002,2.894584612,7
tacking,0.56,0.54,0.77,1001002,3.088391674,7
bailing,0.56,0.6,0,1001002,3.167279338,7
homburg,0.56,0.6,0,1001002,2.220399856,7
tooting,0.56,0.6,0,1001002,3.294147446,7
harking,0.67,0.66,0.77,1001002,3.264187928,7
lambing,0.61,0.66,0,1001002,2.828293256,7
tooling,0.67,0.66,0.77,1001002,3.14342876,7
basting,0.67,0.72,0,1001002,3.274685991,7
fishery,0.67,0.72,0,1001002,2.821824973,7
furlong,0.67,0.72,0,1001002,2.848666096,7
busting,0.73,0.78,0,1001002,3.220524077,7
leafing,0.73,0.78,0,1001002,3.004505592,7
bribing,0.78,0.84,0,1001002,2.859774564,7
hailing,0.84,0.9,0,1001002,3.178972269,7
honking,1.01,0.96,1.54,1001002,3.142921781,7
bunting,1.01,1.08,0,1001002,3.216536017,7
hickory,1.06,1.14,0,1001002,2.495262947,7
fouling,1.12,1.2,0,1001002,3.09436653,7
herding,1.12,1.2,0,1001002,3.14348132,7
looting,1.23,1.2,1.54,1001002,3.282731636,7
tailing,1.12,1.2,0,1001002,3.156726608,7
toiling,1.17,1.27,0,1001002,3.108308737,7
fasting,1.28,1.33,0.77,1001002,3.31003683,7
boating,1.28,1.39,0,1001002,3.024210026,7
dieting,1.28,1.39,0,1001002,3.038199221,7
hawking,1.28,1.39,0,1001002,2.618230292,7
bucking,1.34,1.45,0,1001002,3.056005753,7
bashing,1.4,1.51,0,1001002,3.078026324,7
bonding,1.51,1.51,1.54,1001002,3.165634005,7
ducking,1.51,1.57,0.77,1001002,2.936180466,7
hackney,1.51,1.63,0,1001002,2.183406963,7
hooting,1.51,1.63,0,1001002,3.322123606,7
braking,1.68,1.69,1.54,1001002,3.048322222,7
basking,1.68,1.75,0.77,1001002,2.897859202,7
headway,1.9,2.05,0,1001002,2.305914346,7
hinting,1.9,2.05,0,1001002,3.355361532,7
tucking,2.29,2.23,3.08,1001002,3.023004728,7
bawling,2.12,2.29,0,1001002,2.792761824,7
hacking,2.29,2.35,1.54,1001002,3.110637334,7
hurling,2.18,2.35,0,1001002,3.198678224,7
dusting,2.35,2.47,0.77,1001002,3.10069879,7
fooling,2.4,2.53,0.77,1001002,3.145635173,7
hooking,2.35,2.53,0,1001002,3.206640452,7
lashing,2.4,2.59,0,1001002,3.068184854,7
baiting,2.46,2.65,0,1001002,3.21852239,7
hauling,2.51,2.65,0.77,1001002,2.917445552,7
bribery,3.13,3.25,1.54,1001002,2.697519568,7
tasting,3.35,3.61,0,1001002,3.264133261,7
darting,3.52,3.8,0,1001002,3.282554892,7
leaking,3.74,3.8,3.08,1001002,3.144744862,7
licking,3.63,3.92,0,1001002,3.090092189,7
footing,4.02,4.28,0.77,1001002,3.29635386,7
listing,4.58,4.88,0.77,1001002,3.306224375,7
locking,4.92,5.06,3.08,1001002,3.135763784,7
lurking,5.03,5.12,3.85,1001002,3.068612068,7
loading,4.97,5.3,0.77,1001002,3.039285423,7
ticking,5.08,5.36,1.54,1001002,2.993580141,7
barking,5.14,5.42,1.54,1001002,3.252494998,7
dashing,5.47,5.72,2.31,1001002,3.025302284,7
tending,5.75,5.84,4.62,1001002,3.229850443,7
lending,5.75,6.02,2.31,1001002,3.273304623,7
howling,5.7,6.14,0,1001002,3.067920177,7
dietary,5.75,6.14,0.77,1001002,2.631122566,7
healing,5.92,6.33,0.77,1001002,3.331806293,7
linking,6.15,6.33,3.85,1001002,3.068188114,7
booking,7.82,6.69,22.31,1001002,3.106829974,7
hurting,6.54,6.81,3.08,1001002,3.309316607,7
bombing,6.93,6.87,7.69,1001002,2.966158844,7
funding,7.15,6.99,9.23,1001002,3.155714688,7
binding,7.04,7.41,2.31,1001002,3.139773675,7
banking,8.32,8.86,1.54,1001002,3.045599913,7
handing,8.66,9.04,3.85,1001002,3.179815546,7
bowling,9.16,9.82,0.77,1001002,2.968109699,7
fucking,11.12,11.87,1.54,1001002,3.094058924,7
bending,14.13,12.53,34.62,1001002,3.374443193,7
backing,12.68,12.71,12.31,1001002,3.098944403,7
lasting,12.63,12.77,10.77,1001002,3.26484452,7
destiny,12.4,13.19,2.31,1001002,3.144746812,7
kicking,13.02,13.92,1.54,1001002,3.067812698,7
trading,16.03,16.27,13.08,1001002,3.204726873,7
lacking,17.49,18.01,10.77,1001002,3.089102933,7
failing,18.1,18.55,12.31,1001002,3.202630178,7
heading,18.16,19.04,6.92,1001002,3.282905467,7
boiling,18.16,19.22,4.62,1001002,3.036474419,7
testing,20.73,20.3,26.15,1001002,3.325070571,7
fantasy,20.61,20.72,19.23,1001002,2.554855531,7
beating,23.8,24.52,14.62,1001002,3.447310158,7
landing,24.58,26.27,3.08,1001002,3.158281145,7
heating,29.83,29.7,31.54,1001002,3.328248577,7
dealing,36.48,33.55,73.85,1001002,3.386270112,7
factory,39.22,39.76,32.31,1001002,2.793041377,7
hunting,37.54,40.12,4.62,1001002,3.279098621,7
destroy,42.12,43.73,21.54,1001002,2.66642405,7
darling,45.14,48.25,5.38,1001002,3.171916509,7
feeding,50.28,53.61,7.69,1001002,3.045305116,7
finding,59.78,59.94,57.69,1001002,3.245603995,7
fishing,61.23,64.82,15.38,1001002,3.164457888,7
leading,88.72,93.43,28.46,1001002,3.300828477,7
history,187.04,186.51,193.85,1001002,2.953148746,7
feeling,201.45,205.36,151.54,1001002,3.184203673,7
looking,303.24,296.63,387.69,1001002,3.167248482,7
lintels,0.34,0.24,1.54,1001010,2.888083185,7
harlots,0.45,0.48,0,1001010,2.57249984,7
bushels,1.12,1.08,1.54,1001010,2.558620644,7
hamlets,1.51,1.63,0,1001010,2.352468408,7
bandits,1.62,1.69,0.77,1001010,2.844955769,7
tactile,1.68,1.75,0.77,1001010,2.765941266,7
lentils,1.68,1.81,0,1001010,2.937917266,7
forbids,2.01,2.05,1.54,1001010,2.556171539,7
hostels,3.35,2.65,12.31,1001010,2.847984194,7
forbade,3.13,3.37,0,1001010,2.54098314,7
dictate,3.97,3.92,4.62,1001010,2.695107769,7
textile,5.14,5,6.92,1001010,2.478983497,7
toilets,5.03,5,5.38,1001010,2.71201686,7
baskets,6.03,6.45,0.77,1001010,2.502703224,7
buckets,7.21,7.35,5.38,1001010,2.660849776,7
tribute,8.72,8.8,7.69,1001010,2.194352679,7
fertile,10.84,11.45,3.08,1001010,2.942209899,7
tickets,15.08,13.37,36.92,1001010,2.598424164,7
dislike,17.15,17.59,11.54,1001010,2.248140034,7
hostile,26.59,27.95,9.23,1001010,2.849437936,7
tenfold,0.73,0.72,0.77,1001011,2.104823171,7
bailiff,0.78,0.84,0,1001011,2.291106326,7
distaff,0.78,0.84,0,1001011,2.074000218,7
twofold,1.79,1.93,0,1001011,1.612277828,7
handily,0.39,0.42,0,1001012,2.844205597,7
huskily,0.5,0.54,0,1001012,2.570649944,7
lustily,0.61,0.66,0,1001012,2.789556128,7
fortify,1.06,1.14,0,1001012,2.648175249,7
testily,1.06,1.14,0,1001012,2.989460622,7
testify,4.92,5.24,0.77,1001012,2.615208537,7
luckily,10.61,11.14,3.85,1001012,2.625037804,7
hastily,13.52,14.34,3.08,1001012,2.950768973,7
haulage,0.34,0.36,0,1001020,2.433173147,7
humbugs,0.34,0.36,0,1001020,2.332449955,7
lackeys,0.34,0.36,0,1001020,2.262649756,7
leakage,1.12,1.08,1.54,1001020,2.478283062,7
linkage,1.17,1.14,1.54,1001020,2.401726314,7
turkeys,1.4,1.51,0,1001020,2.304515865,7
footage,1.45,1.57,0,1001020,2.849165253,7
hostage,2.18,2.23,1.54,1001020,2.802297717,7
bondage,2.57,2.71,0.77,1001020,2.546714415,7
bandage,4.25,4.58,0,1001020,2.549203025,7
donkeys,5.14,5.54,0,1001020,2.208758729,7
bishops,5.75,5.78,5.38,1001020,2.353216082,7
trilogy,0.95,0.9,1.54,1001022,2.350571623,7
biology,12.46,11.14,29.23,1001022,1.997825424,7
fritter,0.34,0.3,0.77,1001100,2.977066185,7
tickles,0.34,0.3,0.77,1001100,2.507427038,7
feebler,0.34,0.36,0,1001100,2.616532753,7
heckler,0.34,0.36,0,1001100,2.790191657,7
hustler,0.34,0.36,0,1001100,2.88409274,7
toolbox,0.34,0.36,0,1001100,1.72543554,7
bridles,0.39,0.42,0,1001100,2.71421042,7
doubter,0.39,0.42,0,1001100,2.504479283,7
twitter,0.39,0.42,0,1001100,2.561113242,7
baubles,0.56,0.48,1.54,1001100,2.589291765,7
bustles,0.45,0.48,0,1001100,2.805491759,7
handler,0.5,0.54,0,1001100,2.80980303,7
fielder,0.56,0.6,0,1001100,2.464686072,7
tumbles,0.61,0.66,0,1001100,2.691178581,7
humbler,0.67,0.72,0,1001100,2.802780589,7
foibles,0.89,0.78,2.31,1001100,2.570986698,7
hoodlum,0.73,0.78,0,1001100,2.233769744,7
trifles,0.73,0.78,0,1001100,2.666808892,7
hackles,0.78,0.84,0,1001100,2.624484231,7
buckles,0.89,0.9,0.77,1001100,2.569852651,7
dweller,0.84,0.9,0,1001100,2.283681017,7
trellis,0.95,1.02,0,1001100,2.178909953,7
doodles,1.17,1.2,0.77,1001100,2.633005926,7
turtles,1.51,1.63,0,1001100,2.798720658,7
tumbler,1.56,1.69,0,1001100,2.707216958,7
trotter,1.73,1.81,0.77,1001100,3.079447262,7
hurdles,1.84,1.99,0,1001100,2.700255502,7
dustbin,2.23,2.35,0.77,1001100,1.955871774,7
tackles,2.29,2.35,1.54,1001100,2.602238571,7
trodden,2.18,2.35,0,1001100,2.613472909,7
heathen,2.46,2.59,0.77,1001100,3.083590273,7
beetles,3.69,3.98,0,1001100,2.959629118,7
builder,4.25,4.46,1.54,1001100,2.535837592,7
heather,4.53,4.7,2.31,1001100,3.165140826,7
bundles,5.36,5.6,2.31,1001100,2.731610624,7
doubles,5.25,5.6,0.77,1001100,2.695965545,7
boulder,5.31,5.72,0,1001100,2.475293563,7
handles,6.31,6.57,3.08,1001100,2.793764652,7
feather,10.17,10.9,0.77,1001100,3.140907581,7
farther,24.3,25.9,3.85,1001100,3.207522021,7
leather,36.03,38.25,7.69,1001100,3.183063836,7
traffic,53.97,54.22,50.77,1001100,2.365220268,7
brother,85.53,89.46,35.38,1001100,3.233979553,7
further,232.68,239.76,142.31,1001100,3.121699422,7
doublet,0.34,0.36,0,1001101,2.491129863,7
forkful,0.34,0.36,0,1001101,2.138102167,7
heckled,0.45,0.48,0,1001101,2.841073585,7
fielded,0.56,0.6,0,1001101,2.515568,7
fondled,0.56,0.6,0,1001101,2.920544148,7
faulted,0.61,0.66,0,1001101,2.614934905,7
humbled,0.67,0.66,0.77,1001101,2.853662517,7
trolled,0.61,0.66,0,1001101,2.934572927,7
dawdled,0.67,0.72,0,1001101,2.247339112,7
bashful,0.78,0.78,0.77,1001101,2.129348886,7
bridled,0.73,0.78,0,1001101,2.781130725,7
trekked,0.78,0.78,0.77,1001101,2.343452731,7
frilled,0.78,0.84,0,1001101,2.931667484,7
tinkled,0.89,0.96,0,1001101,2.552443269,7
hurtful,1.06,1.08,0.77,1001101,2.38799675,7
trebled,1.28,1.2,2.31,1001101,2.737505009,7
lustful,1.23,1.33,0,1001101,2.203846219,7
kindled,1.34,1.45,0,1001101,2.849300737,7
hurtled,1.4,1.51,0,1001101,2.961204594,7
tickled,1.51,1.51,1.54,1001101,2.574347343,7
fretted,1.45,1.57,0,1001101,3.008407804,7
bustled,1.73,1.87,0,1001101,2.872412064,7
fuelled,1.79,1.93,0,1001101,2.637458466,7
fretful,2.07,2.17,0.77,1001101,2.354167097,7
buckled,2.18,2.35,0,1001101,2.636772956,7
hustled,2.23,2.41,0,1001101,2.934974668,7
brothel,2.68,2.83,0.77,1001101,3.007461784,7
loathed,3.24,3.43,0.77,1001101,2.972402711,7
dialled,3.3,3.55,0,1001101,2.731659113,7
knitted,3.35,3.61,0,1001101,2.81729717,7
bundled,3.58,3.86,0,1001101,2.798530929,7
tactful,3.63,3.86,0.77,1001101,2.244669796,7
drilled,3.91,3.98,3.08,1001101,2.936348233,7
drafted,3.97,4.22,0.77,1001101,2.719599111,7
tumbled,4.25,4.52,0.77,1001101,2.758098886,7
fumbled,4.3,4.58,0.77,1001101,2.829153083,7
knotted,4.58,4.94,0,1001101,2.946590875,7
tackled,5.47,5.84,0.77,1001101,2.669158876,7
booklet,5.87,5.96,4.62,1001101,2.415841189,7
trotted,5.87,6.33,0,1001101,3.13032919,7
leaflet,9.61,9.82,6.92,1001101,2.494048047,7
doubled,10.45,10.96,3.85,1001101,2.76288585,7
doubted,11.51,12.41,0,1001101,2.555361211,7
drifted,12.23,13.01,2.31,1001101,2.783625877,7
handled,14.58,14.64,13.85,1001101,2.860684958,7
handful,17.49,18.43,5.38,1001101,2.356766071,7
buildup,0.84,0.84,0.77,1001102,1.752193955,7
backlog,1.01,0.9,2.31,1001102,1.907429665,7
trolley,5.25,5.42,3.08,1001102,2.615185551,7
handbag,7.65,7.95,3.85,1001102,1.913556267,7
twiddle,0.84,0.36,6.92,1001110,1.926735411,7
truffle,0.5,0.54,0,1001110,2.196084157,7
dribble,1.34,1.45,0,1001110,2.349224352,7
brittle,5.25,5.42,3.08,1001110,2.777938725,7
twelfth,6.03,6.45,0.77,1001111,1.590554142,7
knobbly,0.78,0.78,0.77,1001112,2.469533423,7
deathly,1.23,1.33,0,1001112,2.90717383,7
healthy,36.7,38.61,12.31,1001112,2.44383612,7
dredger,0.34,0.36,0,1001200,2.588842699,7
fridges,0.34,0.36,0,1001200,2.553310479,7
dustpan,0.45,0.48,0,1001200,1.555221932,7
deadpan,0.5,0.54,0,1001200,1.860587867,7
bridges,9.16,8.86,13.08,1001200,2.578959428,7
dredged,0.61,0.66,0,1001201,2.639724627,7
bridged,1.06,1.14,0,1001201,2.645879733,7
trudged,2.18,2.35,0,1001201,2.601693227,7
forgone,0.34,0.24,1.54,1002000,2.497462844,7
hangman,0.34,0.36,0,1002000,1.945325773,7
harpies,0.34,0.36,0,1002000,2.904985933,7
harpers,0.39,0.42,0,1002000,2.890250018,7
bumpers,0.45,0.48,0,1002000,2.732496549,7
hangars,0.45,0.48,0,1002000,2.679635711,7
trapeze,0.45,0.48,0,1002000,2.252005222,7
bangers,0.78,0.6,3.08,1002000,2.877297564,7
brogues,0.61,0.66,0,1002000,2.430356925,7
deepens,0.61,0.66,0,1002000,2.766548902,7
hungers,0.67,0.72,0,1002000,2.889399071,7
languor,0.78,0.84,0,1002000,1.886305025,7
hangers,1.01,1.02,0.77,1002000,2.888990495,7
lacquer,1.01,1.08,0,1002000,2.094751098,7
tampons,1.01,1.08,0,1002000,2.629805691,7
tangier,1.51,1.2,5.38,1002000,2.852941825,7
hampers,1.17,1.27,0,1002000,2.728274743,7
dungeon,1.34,1.45,0,1002000,2.277188948,7
diapers,1.45,1.57,0,1002000,2.669546636,7
lingers,1.62,1.69,0.77,1002000,2.899885765,7
dragons,1.96,2.11,0,1002000,2.428985274,7
tempers,1.96,2.11,0,1002000,2.850188412,7
leagues,2.29,2.47,0,1002000,2.582673512,7
forgave,2.4,2.59,0,1002000,2.311434742,7
burgess,2.51,2.59,1.54,1002000,2.686525062,7
harpoon,3.24,3.49,0,1002000,2.676240653,7
keepers,3.35,3.49,1.54,1002000,2.68618618,7
dispose,4.86,5,3.08,1002000,2.799791671,7
tropics,4.69,5.06,0,1002000,2.62994773,7
despise,5.2,5.54,0.77,1002000,2.840063192,7
diagram,8.99,6.69,38.46,1002000,2.105918775,7
tongues,6.31,6.81,0,1002000,2.562670084,7
bargain,13.3,13.07,16.15,1002000,2.606757975,7
dangers,21.01,21.39,16.15,1002000,2.824573523,7
forgive,21.28,22.35,7.69,1002000,2.673181703,7
lawyers,24.69,25.36,16.15,1002000,2.348364071,7
despair,28.44,30.24,5.38,1002000,2.551172797,7
fingers,76.7,81.14,20,1002000,2.954778944,7
deigned,0.45,0.42,0.77,1002001,2.498444639,7
fungoid,0.39,0.42,0,1002001,1.938083604,7
brigand,0.45,0.48,0,1002001,2.525084801,7
dropout,0.56,0.54,0.77,1002001,2.867890004,7
tangent,2.07,0.54,21.54,1002001,2.780908132,7
longish,1.79,1.87,0.77,1002001,2.56649821,7
feigned,1.9,2.05,0,1002001,2.419747576,7
tempest,3.07,2.77,6.92,1002001,2.744244178,7
languid,2.68,2.83,0.77,1002001,2.089494194,7
buoyant,3.46,3.73,0,1002001,1.731641893,7
banquet,3.8,4.04,0.77,1002001,2.042138971,7
bouquet,4.19,4.4,1.54,1002001,2.005013055,7
leopard,6.59,7.11,0,1002001,2.42373647,7
longest,7.88,8.07,5.38,1002001,2.829283228,7
deepest,8.21,8.73,1.54,1002001,2.771827961,7
disgust,11.68,12.41,2.31,1002001,2.412310863,7
largest,34.86,36.45,14.62,1002001,2.802184783,7
levying,0.39,0.42,0,1002002,2.6309095,7
fraying,0.45,0.48,0,1002002,2.997703487,7
damping,0.5,0.54,0,1002002,2.891854897,7
heaping,0.5,0.54,0,1002002,3.185574215,7
lumping,0.56,0.54,0.77,1002002,2.865135675,7
busying,0.56,0.6,0,1002002,2.482268149,7
draping,0.56,0.6,0,1002002,3.086106385,7
harping,0.67,0.72,0,1002002,3.118247145,7
looping,0.67,0.72,0,1002002,3.080046356,7
barging,0.73,0.78,0,1002002,3.101390313,7
braying,0.73,0.78,0,1002002,3.023352436,7
lunging,0.95,1.02,0,1002002,2.914898292,7
drapery,1.17,1.27,0,1002002,2.814877388,7
forging,1.23,1.33,0,1002002,3.124148663,7
humping,1.28,1.39,0,1002002,3.02305628,7
limping,2.57,2.77,0,1002002,3.088136434,7
forgery,2.79,3.01,0,1002002,2.897496967,7
burying,3.18,3.37,0.77,1002002,2.795071979,7
bumping,3.46,3.61,1.54,1002002,2.960493675,7
dumping,4.02,4.22,1.54,1002002,2.840668388,7
banging,6.65,6.27,11.54,1002002,3.06071739,7
leaping,6.98,7.29,3.08,1002002,3.203497226,7
denying,8.88,9.46,1.54,1002002,2.89858992,7
longing,12.68,13.61,0.77,1002002,3.118647288,7
hanging,43.74,45.48,21.54,1002002,3.072410321,7
keeping,74.75,75.96,59.23,1002002,2.914183306,7
bespoke,0.34,0.36,0,1002010,2.431762087,7
despots,0.34,0.36,0,1002010,2.7069978,7
teapots,0.61,0.66,0,1002010,2.677735341,7
frigate,0.89,0.96,0,1002010,2.496141387,7
limpets,1.28,1.39,0,1002010,2.744962622,7
torpedo,1.4,1.45,0.77,1002010,2.158601451,7
forgets,3.02,2.95,3.85,1002010,2.825552151,7
brigade,11.06,11.2,9.23,1002010,2.5351011,7
fragile,11.56,12.41,0.77,1002010,2.627946548,7
targets,14.36,15.12,4.62,1002010,2.792241071,7
dispute,19.16,18.37,29.23,1002010,2.339829432,7
bicycle,17.93,18.67,8.46,1002010,2.042380743,7
despite,99.83,106.63,13.08,1002010,2.78860688,7
towpath,0.39,0.42,0,1002011,2.09380186,7
tragedy,19.22,19.28,18.46,1002012,2.440849737,7
largely,65.36,66.93,45.38,1002012,2.8409382,7
toughen,0.34,0.36,0,1002100,2.79829643,7
beagles,0.39,0.42,0,1002100,2.890165836,7
bangles,0.73,0.78,0,1002100,2.699678131,7
dimples,0.89,0.96,0,1002100,2.860843722,7
tangles,1.56,1.63,0.77,1002100,2.689125401,7
burglar,2.46,2.59,0.77,1002100,2.422396546,7
tougher,4.64,4.82,2.31,1002100,2.879846983,7
temples,5.36,5.54,3.08,1002100,2.814681672,7
kingdom,30.06,29.34,39.23,1002100,2.325561233,7
burgled,0.45,0.48,0,1002101,2.718746429,7
droplet,0.45,0.48,0,1002101,2.705094276,7
tingled,0.5,0.54,0,1002101,2.692674589,7
bungled,0.78,0.84,0,1002101,2.716137338,7
tripled,0.89,0.96,0,1002101,2.854319573,7
dimpled,0.95,1.02,0,1002101,2.927764027,7
dangled,2.57,2.77,0,1002101,2.713874395,7
tangled,7.49,8.01,0.77,1002101,2.756045706,7
tempted,14.13,14.58,8.46,1002101,2.909989173,7
laughed,71.17,76.27,6.15,1002101,2.734479946,7
display,40.5,42.65,13.08,1002102,2.578004083,7
knights,5.7,6.08,0.77,1002110,2.271112107,7
lengths,11.73,11.93,9.23,1002110,2.197885406,7
heights,12.23,12.95,3.08,1002110,2.378122209,7
doughty,0.73,0.78,0,1002112,2.417787308,7
haughty,2.35,2.53,0,1002112,2.322806459,7
lengthy,7.99,8.31,3.85,1002112,2.28410258,7
dropper,0.95,1.02,0,1002200,2.926570967,7
tripper,1.96,2.11,0,1002200,2.804040277,7
trigger,12.79,13.67,1.54,1002200,2.693446789,7
bragged,0.5,0.54,0,1002201,2.73813785,7
dripped,2.35,2.53,0,1002201,2.833632968,7
drugged,2.91,3.13,0,1002201,2.603075278,7
tripped,2.91,3.13,0,1002201,2.854922204,7
trapped,18.44,19.52,4.62,1002201,2.911414693,7
dragged,22.79,24.46,1.54,1002201,2.71716965,7
dropped,76.87,80.54,30,1002201,2.977452895,7
behoves,0.39,0.36,0.77,1010000,2.593870075,7
betimes,0.34,0.36,0,1010000,2.938567661,7
bitumen,0.34,0.36,0,1010000,2.555370308,7
fulsome,0.34,0.36,0,1010000,2.121609099,7
falcons,0.5,0.48,0.77,1010000,2.543697959,7
detours,0.45,0.48,0,1010000,2.754366284,7
latrine,0.67,0.72,0,1010000,2.894845448,7
bilious,0.78,0.84,0,1010000,2.753745703,7
lotions,0.78,0.84,0,1010000,2.85422046,7
badness,0.84,0.9,0,1010000,2.382724969,7
fatness,0.84,0.9,0,1010000,2.578825395,7
bedouin,1.06,1.08,0.77,1010000,2.516669822,7
titanic,1.23,1.33,0,1010000,2.360610853,7
fulcrum,1.56,1.69,0,1010000,1.725835284,7
tetanus,2.18,1.81,6.92,1010000,2.524650498,7
fatuous,1.84,1.99,0,1010000,2.489335965,7
fibrous,2.29,2.47,0,1010000,2.517483869,7
behaves,2.96,2.71,6.15,1010000,2.468611808,7
baboons,2.74,2.89,0.77,1010000,2.255351645,7
defines,3.74,3.43,7.69,1010000,2.848434231,7
batsman,3.52,3.8,0,1010000,2.120286656,7
fabrics,3.69,3.86,1.54,1010000,2.357825363,7
labours,3.69,3.98,0,1010000,2.465728984,7
futures,4.08,4.22,2.31,1010000,2.774741037,7
batsmen,4.3,4.4,3.08,1010000,2.442815253,7
dubious,8.49,8.86,3.85,1010000,2.444921203,7
fitness,8.6,9.04,3.08,1010000,2.608579769,7
tedious,8.94,9.28,4.62,1010000,2.686098523,7
hideous,10.34,10.84,3.85,1010000,2.531860328,7
dilemma,13.18,13.73,6.15,1010000,2.094458613,7
deliver,16.31,16.75,10.77,1010000,2.926757669,7
tobacco,17.88,19.04,3.08,1010000,1.830664064,7
bedroom,55.87,59.22,13.08,1010000,2.442423354,7
balance,78.38,80,57.69,1010000,2.706164792,7
defence,83.58,86.69,43.85,1010000,2.813738869,7
believe,288.1,269.88,520.77,1010000,2.911656813,7
between,741.62,751.87,610.77,1010000,3.089474406,7
debauch,0.34,0.36,0,1010001,2.307892785,7
defamed,0.34,0.36,0,1010001,2.680653147,7
defrost,0.34,0.36,0,1010001,2.387000088,7
betwixt,0.39,0.42,0,1010001,2.224842802,7
hideout,0.39,0.42,0,1010001,2.523097201,7
defaced,0.56,0.6,0,1010001,2.664119904,7
defused,0.67,0.72,0,1010001,2.782625829,7
bulwark,0.78,0.84,0,1010001,1.828700313,7
holiest,0.84,0.9,0,1010001,2.91366366,7
defunct,1.28,1.27,1.54,1010001,2.533036413,7
bedrock,1.28,1.39,0,1010001,2.184701158,7
likened,1.4,1.45,0.77,1010001,2.24018678,7
debased,1.45,1.57,0,1010001,2.570872182,7
helical,1.62,1.75,0,1010001,2.819785016,7
deduced,2.46,2.59,0.77,1010001,2.672486466,7
defiant,3.41,3.67,0,1010001,2.551798181,7
literal,4.64,4.88,1.54,1010001,2.913668924,7
behaved,11.45,10.84,19.23,1010001,2.535532113,7
deficit,10.73,11.57,0,1010001,2.497408181,7
lateral,11.73,12.05,7.69,1010001,2.893615419,7
beloved,11.73,12.59,0.77,1010001,2.948154268,7
defined,27.88,28.31,22.31,1010001,2.915354536,7
federal,28.83,30.48,7.69,1010001,2.794980255,7
liberal,46.54,48.61,20,1010001,2.667818831,7
tideway,0.34,0.18,2.31,1010002,1.980900182,7
delving,0.5,0.42,1.54,1010002,3.018388914,7
halving,0.56,0.6,0,1010002,2.913655433,7
latency,0.61,0.66,0,1010002,2.58997022,7
filming,3.52,3.55,3.08,1010002,2.83228326,7
balcony,10.84,11.2,6.15,1010002,2.40827213,7
library,52.63,51.33,69.23,1010002,2.51891377,7
detects,0.56,0.54,0.77,1010010,2.757703722,7
detests,0.61,0.66,0,1010010,2.688216841,7
hatreds,0.67,0.72,0,1010010,2.490406262,7
febrile,0.73,0.78,0,1010010,2.430318102,7
defends,1.17,1.2,0.77,1010010,2.779132989,7
debacle,1.62,1.75,0,1010010,2.21796924,7
detente,2.46,2.59,0.77,1010010,2.860082151,7
defeats,3.3,3.43,1.54,1010010,2.772785426,7
helmets,3.63,3.67,3.08,1010010,2.513582687,7
defects,7.49,7.71,4.62,1010010,2.636234713,7
bedside,8.66,9.28,0.77,1010010,2.565407659,7
talents,11.62,12.11,5.38,1010010,2.744991228,7
beliefs,24.08,24.52,18.46,1010010,2.490489823,7
details,57.99,57.83,60,1010010,2.712286491,7
takeoff,1.56,1.69,0,1010011,1.288787354,7
default,2.4,2.53,0.77,1010011,2.370417626,7
falsify,0.56,0.42,2.31,1010012,2.205104934,7
falsity,1.01,1.02,0.77,1010012,2.561622562,7
falsely,2.18,2.23,1.54,1010012,2.660145038,7
liberty,17.77,18.25,11.54,1010012,2.516267286,7
filings,0.45,0.48,0,1010020,2.614290595,7
betrays,1.28,1.39,0,1010020,2.392594002,7
takings,1.34,1.39,0.77,1010020,1.831585374,7
tidings,1.56,1.69,0,1010020,2.210513084,7
kidneys,4.13,4.46,0,1010020,1.909543353,7
foliage,5.2,5.6,0,1010020,2.59164955,7
belongs,18.44,18.98,11.54,1010020,2.591118515,7
liturgy,1.12,1.14,0.77,1010022,2.241019518,7
latches,0.34,0.3,0.77,1010100,2.95251134,7
